"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248"
"1",104401.120908369,104259.854404025,104137.864346085,103874.718209066,102019.934209561,95860.3097733559,95039.0726820684,95144.2289657349,92794.9759220724,92794.9759220724,92852.6727248367,99360.7042283477,95178.4441856327,95583.2368469984,99163.0289068555,98597.5016885307,98949.0457675739,104050.905132542,104236.199974192,104236.199974192,106040.612829396,106094.00759944,105485.791018571,106877.707456551,106877.707456551,107513.709859404,105912.959068795,105797.763858659,104312.69391769,106586.349073306,106753.781387982,100175.271203168,100154.40483445,101580.276400972,102499.732133773,101895.38532173,101554.899340653,101554.899340653,101554.899340653,100475.22085354,100674.610702092,100532.644765261,104222.012289856,104222.012289856,102360.208124662,100973.145385209,102008.614127281,103187.990591772,103187.990591772,103679.900977631,97938.5483775298,98548.623445634,98770.379674069,100234.399095909,100192.325942364,99998.8623434054,100468.294376429,97966.9729195277,97966.9729195277,99196.5754630605,100253.622646569,98990.99646027,99406.0496430119,99406.0496430119,100290.382942614,99997.8997186037,99711.6707098291,98723.8447550709,98723.8447550709,99884.8902063054,99736.595029931,99238.9743180955,100640.047694341,100640.047694341,100774.981340823,96075.3626443242,96622.3887264927,96622.3887264927,97526.5716190453,98276.1470420007,99352.4567265252,97969.2936273255,97969.2936273255,98483.0543759953,97524.0725689419,97874.6982062388,98371.1171005939,98371.1171005939,99585.5942620552,99159.3428120141,98640.9325780759,100662.355354426,100662.355354426,101398.823510484,102184.670669558,103227.801350773,103093.279926387,103277.574004378,103955.779830124,103723.714642801,104924.600019424,104924.600019424,102553.395022985,102208.260446324,103263.215153461,103174.271917141,103174.271917141,103603.376479572,103265.500802571,103858.118543057,113621.189826873,106273.022933976,113309.954248111,112670.94148804,113403.39711097,117016.150406217,117015.348062426,114761.103760157,114967.629767083,114927.662312096,114840.490888584,114830.183935209,115739.52814664,116626.894739837,116921.408669673,116560.966768605,116560.966768605,116513.677239463,114678.48878025,115020.217995597,113718.791537863,113718.791537863,112720.267413814,114443.301159221,117676.002441184,130582.40929371,130582.40929371,123733.471854599,119957.714842482,118978.950629433,116377.356122525,116377.356122525,128587.895341367,130571.903993097,128271.468626154,128271.468626154,127288.639560757,130488.799795027,128552.107186256,135686.838128203,135686.838128203,133882.511618909,132497.474218235,125999.616195896,122099.170661605,122099.170661605,124011.611060794,125341.87562037,122764.249858082,126290.255920194,126290.255920194,128333.95333872,127216.66845059,129309.966216564,125798.08926126,125798.08926126,126366.673600107,127040.978791759,126481.317465912,123937.851918254,123937.851918254,123767.83314173,126333.608902339,124251.310281169,124997.185675143,124974.608173053,125540.477461791,126032.159379962,123435.676277973,122688.489003924,122688.489003924,123291.267237254,122116.84972675,122155.797822341,124416.176766333,124416.176766333,123392.746974596,125495.472922192,123902.66910403,122589.441461176,122589.441461176,124101.857008009,125738.762903598,127823.593081194,130396.849861578,130396.849861578,129211.535722422,130419.820983068,126877.564192812,132937.01396208,120932.274105193,120830.895946406,120935.928886331,120935.928886331,127799.573431219,128755.052638142,129611.785792341,130924.464438634,122734.47081926,122734.47081926,126911.716711331,128160.672774542,130062.698602687,130065.863457295,130065.863457295,128267.276285748,127107.820404017,130050.175562431,130511.598218154,130511.598218154,128211.175181127,126914.78960261,127415.485162529,127415.485162529,126182.215104614,127491.89282047,131971.306644842,131971.306644842,134535.730112452,137966.304404866,149924.361568635,154270.259450082,154270.259450082,155382.712409227,161338.639851761,167364.722610523,164069.680083928,164069.680083928,158843.762816059,154924.965546146,159056.057364342,159056.057364342,159905.823777549,160378.528663224,181172.99792909,162051.140123291,162051.140123291,159530.327192658
"2",127673.770506523,126157.766492622,125119.377205231,125417.076621972,122916.41222068,122912.241110771,121530.444341273,121126.722720332,120993.944708925,120744.676328831,121335.166661375,120762.555215641,120804.64374887,119970.894917236,119937.447365768,120220.635872089,119852.260801407,120878.137082823,121104.72111272,121073.523276866,123402.159578995,122555.140142645,121684.320246538,124415.957663316,124040.29959496,123740.073894812,121144.786482232,120134.521391333,118752.530744714,118760.443133427,116814.779546843,119455.679142265,119746.752667957,121882.421080122,122394.604251406,122628.272555489,121965.790234978,121989.856599827,121880.829623779,120633.280789034,119643.316448669,118528.085304596,117981.431213452,117935.651115457,117651.9578254,115315.05903132,114686.61132874,113622.845702313,113734.558329476,115395.071205644,115632.386097815,115214.634075295,117026.451479561,117089.54872805,119070.426321671,120456.355379172,120600.073786563,119153.387769439,118801.584196677,120937.413488664,121990.899766131,120303.384763502,120693.335536808,120648.0507843,120656.523321853,120580.325200826,119546.920336982,117879.648625887,117877.030209321,117647.714540495,116429.200745424,116915.118949971,123192.087154213,123342.127950378,121934.234926811,122171.10505301,119871.856647761,119764.737015514,121124.566018897,122578.528540914,122686.370240504,121596.222123946,120781.183984159,118889.692622058,117160.654459335,118119.927977596,116846.786031757,116814.41362221,118131.823173554,118048.135680766,117004.440399227,117272.004309047,117173.168696125,118980.808029416,120955.405329787,119182.5839443,120693.204086715,120664.478476099,120461.182562159,119139.396599844,119809.750118808,119891.368637909,117897.687110797,116721.909683583,116038.519971786,116141.68279127,116025.322009751,117281.003200715,115530.418388411,114890.035222416,125705.006726151,125732.536965301,125088.541686753,124596.631353862,124601.597782189,127113.625003021,127170.027042485,126179.743599256,125681.402569575,124518.423540471,124482.782106962,124561.993947206,123172.443504327,123346.484937485,123548.022571998,122582.368260427,122562.666406336,122192.863129496,120766.282253886,120426.396997621,120406.356995696,120618.904461928,119453.788984713,120673.203036508,125104.813819912,143016.268152002,142991.507083782,133998.984014813,129388.730356297,127800.181442088,126403.81713109,126490.383852831,128186.813779247,129986.141495526,128011.861263821,128039.774998286,129177.077670584,130379.684432296,130813.268657117,129375.444416894,129411.591195101,128295.618656241,126714.311496066,128089.987723507,124963.91227605,124772.251928783,126233.05324969,127054.579987109,124970.616633091,126969.738515004,126876.461148081,131760.589356212,129788.672622456,130328.67575099,126184.127269679,126195.921296475,126994.355039806,128495.525812754,127712.607546515,125633.456769218,125702.089688431,129390.240953873,132696.819441346,131196.678988782,130081.629034813,130161.251647281,130981.55406386,131280.204987497,130089.427460118,128022.849973051,128298.293889105,127702.181765551,127401.852907633,126551.163200374,129758.032953751,129851.795720157,128245.536265076,128282.208984699,128939.293868794,126722.01478364,126688.10228923,126756.521384372,128621.516143141,130316.865094049,130460.521850507,130411.264477419,127942.271862826,128648.553405508,126818.657841649,126185.637920261,126125.265818179,125033.531329789,124195.712747178,124368.039485387,124369.827150581,125118.626455824,125707.544344411,127182.945816632,125634.177774652,125534.381256408,130043.222466431,132130.738396913,134097.635238598,134357.998095967,134868.200984003,135646.926039038,133014.868985856,135677.591871362,135430.567373015,135566.195962837,133774.845238277,132507.575823955,134114.367340813,133992.174470444,134476.547050478,135388.185868755,140948.018384258,140607.161511897,142120.46912375,142688.586308426,142296.848368819,142956.938858298,142919.03269199,146877.901334636,154592.72163352,157375.242141878,150234.926938393,150116.972024638,151871.154207804,150085.071707129,161980.451107276,162082.575437027,165973.93984016,169275.206133916,169731.223706519,169386.164851005,168978.230454304,164376.843175164
"3",125475.655416942,123965.166367182,122778.645716008,122984.365969039,120625.950969454,120512.550697939,119207.201839965,118976.354338061,118594.164127494,118242.229661445,118860.125281856,118209.951180423,118538.740327113,117818.495044151,117760.770326993,118102.216286199,117571.61403055,118437.55559729,118329.321027842,118353.883499554,120798.963707487,120000.532152895,119099.204170175,121748.757941328,121588.862655668,121154.105631474,118558.987574462,117553.804204377,116194.852711522,116223.475198587,114598.386928321,117248.489054914,117549.106485563,119554.928966088,120014.185991501,120123.022309833,119360.439782436,119294.329415237,119184.745077075,118005.70573783,117163.450609275,116077.288902657,115609.294950706,115614.902470788,115172.637900118,112962.740512029,112565.652082063,111750.358003695,111790.995750443,113236.088376589,113583.252392636,113142.843911621,114783.881871853,114908.464723304,116811.565041735,118039.391939591,118188.302975526,116572.199133824,116284.367847576,118341.468275251,119467.511261091,117609.976612981,118074.747237837,118027.549533864,118251.500533283,118242.242899327,117498.825962211,116072.696986175,116028.212110322,115609.672400755,114220.759190343,114666.865310796,120692.237248122,120816.877295107,119507.740248172,119671.875075494,117369.701969605,117258.67528502,118884.377334585,120264.801284717,120482.98821862,119416.250110218,118609.809977598,116991.053263877,115282.698697106,116270.981775737,114945.260492407,115015.656450965,116250.48656543,116077.017452931,115073.604770813,115197.634994908,115023.714638232,116892.869951539,118885.64936835,117256.708904226,118980.418091326,118965.184162382,118981.420535705,117604.31829776,118186.686200335,118319.18855902,116180.203050624,115055.330587392,114526.856750213,114667.355334279,114601.388407636,115809.575893966,114224.884115349,113722.101484181,125174.187687711,125199.518553095,124423.210475451,123895.208334843,123875.2225355,126392.390188716,126477.942931891,125439.295764982,124875.498899227,123804.379314658,123846.252413558,123930.302068155,122791.673964092,123000.273292971,123239.70431532,122316.948541389,122313.303862199,122001.787517602,120540.437678401,120232.769362258,120154.05048707,120311.579556731,119279.892239673,120579.071903344,124958.727511497,142837.145936636,142829.07584562,133794.368105927,129112.958715078,127502.234484708,125899.541556021,126026.191433132,127780.691760609,129613.755929066,127677.204826596,127726.334455319,128762.982792646,130105.579620581,130546.828547554,129152.522542609,129172.036165807,128044.726442733,126432.344008611,127874.861425695,124769.018813892,124578.208940159,126093.791748369,126944.76201123,124864.866531588,126885.0817078,126803.596266592,131674.76098739,129708.206991776,130285.601816659,126116.330020581,126120.591194572,126804.528065492,128323.430613324,127551.93341604,125528.930182718,125618.33178677,129232.188876942,132589.738202946,131018.076051704,129872.942707486,130019.669782983,130793.448413876,131117.757643519,129802.037750803,127805.085203787,128052.516266367,127409.216866222,127062.085586688,126255.338564968,129477.518479661,129603.253401871,127852.237158013,127968.367140408,128668.772768128,126525.134714497,126447.913120817,126592.3076914,128485.974778676,130198.843654854,130345.18572622,130294.388553177,127894.312362971,128617.306454,126720.415640736,126145.069521965,126079.403709022,124995.804592738,124141.800984512,124306.434071619,124389.332227793,125156.40046854,125799.158502663,127212.833557309,125702.024884049,125592.81494101,130105.334206265,132146.259662762,134126.156036328,134372.013491267,134893.048020463,135691.213967335,133056.475975029,135730.379257041,135525.743781271,135658.592145867,133836.433119759,132557.482908612,134150.566504257,134034.036383704,134488.970076625,135396.710402145,140923.557614729,140598.047885774,142077.676593911,142712.286795949,142316.310323786,142960.399174581,142925.81831012,146905.212780266,154639.166697198,157503.043266648,150254.094304813,150145.515606599,151877.700706226,150013.017223189,161896.061305547,161992.865670072,165816.179724598,169059.924160197,169539.430875974,169301.881051438,168859.989552761,164300.441265753
